GBPUSD;2014.04.29;7645;118040
GBPUSD;2014.05.06;7652;125746
GBPUSD;2014.05.13;12986;119711
GBPUSD;2014.05.20;13946;115263
GBPUSD;2014.05.27;13614;120731
GBPUSD;2014.06.03;15509;116341
GBPUSD;2014.06.10;16548;121212
GBPUSD;2014.06.17;1934;105766
USDCHF;2013.01.08;2351;25811
USDCHF;2013.01.15;3824;25099
USDCHF;2013.01.22;6240;18153
USDCHF;2013.01.29;9696;18153
USDCHF;2013.02.05;4598;22873
USDCHF;2013.02.12;5042;23222
USDCHF;2013.02.19;7980;19142
USDCHF;2013.02.26;15339;18614
USDCHF;2013.03.05;23849;17957
USDCHF;2013.03.12;33190;17494
USDCHF;2013.03.19;29305;8806
USDCHF;2013.03.26;31044;8817
USDCHF;2013.04.02;32105;8813
USDCHF;2013.04.09;25250;9615
USDCHF;2013.04.16;23140;23223
USDCHF;2013.04.23;22799;24116
USDCHF;2013.04.30;27602;19304
USDCHF;2013.05.07;27883;19508
USDCHF;2013.05.14;35482;11878
USDCHF;2013.05.21;42226;11839
USDCHF;2013.05.28;44684;10847
USDCHF;2013.06.04;42287;11081
USDCHF;2013.06.11;37749;17007
USDCHF;2013.06.18;7230;10411
USDCHF;2013.06.25;7199;11197
USDCHF;2013.07.02;10096;8469
USDCHF;2013.07.09;13703;8250
USDCHF;2013.07.16;17359;8384
USDCHF;2013.07.23;14506;8471
USDCHF;2013.07.30;10584;9242
USDCHF;2013.08.06;11032;12810
USDCHF;2013.08.13;9716;14341
USDCHF;2013.08.20;10220;15717
USDCHF;2013.08.27;10865;17365
USDCHF;2013.09.03;11265;15415
USDCHF;2013.09.10;12104;12629
USDCHF;2013.09.17;8479;6987
USDCHF;2013.09.24;5077;17838
USDCHF;2013.10.01;5221;21691
USDCHF;2013.10.08;6071;26467
USDCHF;2013.10.15;7330;23896
USDCHF;2013.10.22;8965;25131
USDCHF;2013.10.29;9326;27937
USDCHF;2013.11.05;12740;25042
USDCHF;2013.11.12;18870;21837
USDCHF;2013.11.19;17958;20359
USDCHF;2013.11.26;18097;21926
USDCHF;2013.12.03;16283;24595
USDCHF;2013.12.10;11631;30833
USDCHF;2013.12.17;449;21563
USDCHF;2013.12.24;2156;23037
USDCHF;2013.12.31;3304;22087
USDCHF;2014.01.07;3622;14723
USDCHF;2014.01.14;6950;13735
USDCHF;2014.01.21;10887;12918
USDCHF;2014.01.28;7492;14413
USDCHF;2014.02.04;8461;15487
USDCHF;2014.02.11;8719;15634
USDCHF;2014.02.18;9780;18983
USDCHF;2014.02.25;9439;21796
USDCHF;2014.03.04;10467;26861
USDCHF;2014.03.11;7994;30679
USDCHF;2014.03.18;813;19941
USDCHF;2014.03.25;660;16703
USDCHF;2014.04.01;3138;15919
USDCHF;2014.04.08;9073;14406
USDCHF;2014.04.15;6634;16371
USDCHF;2014.04.22;6582;16006
USDCHF;2014.04.29;6343;16457
USDCHF;2014.05.06;5554;20443
USDCHF;2014.05.13;9217;8862
USDCHF;2014.05.20;14344;8475
USDCHF;2014.05.27;19998;8387
USDCHF;2014.06.03;22555;9359
USDCHF;2014.06.10;23525;8754
USDCHF;2014.06.17;5020;2190
USDJPY;2013.01.08;81990;13167
USDJPY;2013.01.15;75209;12338
USDJPY;2013.01.22;77237;12130
USDJPY;2013.01.29;88636;12537
USDJPY;2013.02.05;99580;12677
USDJPY;2013.02.12;103825;14188
USDJPY;2013.02.19;106818;15051
USDJPY;2013.02.26;104902;14573
USDJPY;2013.03.05;114351;15027
USDJPY;2013.03.12;137822;17092
USDJPY;2013.03.19;98355;14504
USDJPY;2013.03.26;103147;18782
USDJPY;2013.04.02;99836;25297
USDJPY;2013.04.09;108488;23630
USDJPY;2013.04.16;118477;20350
USDJPY;2013.04.23;107794;22294
USDJPY;2013.04.30;104066;26822
USDJPY;2013.05.07;110698;26088
USDJPY;2013.05.14;120530;26354
USDJPY;2013.05.21;128097;25721
USDJPY;2013.05.28;127534;24995
USDJPY;2013.06.04;115566;31524
USDJPY;2013.06.11;110064;36672
USDJPY;2014.06.17;84148;7588
USDJPY;2013.06.18;87747;4789
USDJPY;2013.06.25;80784;5601
USDJPY;2013.07.02;95104;4118
USDJPY;2013.07.09;106237;3541
USDJPY;2013.07.16;108780;5334
USDJPY;2013.07.23;111844;5273
USDJPY;2013.07.30;101437;10256
USDJPY;2013.08.06;97330;9685
USDJPY;2013.08.13;85433;8808
USDJPY;2013.08.20;85582;13228
USDJPY;2013.08.27;91184;13982
USDJPY;2013.09.03;99458;10446
USDJPY;2013.09.10;112818;6157
USDJPY;2013.09.17;86916;3739
USDJPY;2013.09.24;89069;6443
USDJPY;2013.10.01;86906;11866
USDJPY;2013.10.08;74534;21172
USDJPY;2013.10.15;74136;19061
USDJPY;2013.10.22;78370;10787
USDJPY;2013.10.29;73451;10815
USDJPY;2013.11.05;86326;8950
USDJPY;2013.11.12;108594;5783
USDJPY;2013.11.19;125322;6378
USDJPY;2013.11.26;138777;4991
USDJPY;2013.12.03;148164;4039
USDJPY;2013.12.10;145334;9695
USDJPY;2013.12.17;117342;4665
USDJPY;2013.12.24;127448;5772
USDJPY;2013.12.31;121792;6492
USDJPY;2014.01.07;118407;10626
USDJPY;2014.01.14;106752;13499
USDJPY;2014.01.21;103982;17221
USDJPY;2014.01.28;83311;33443
USDJPY;2014.02.04;83358;40582
USDJPY;2014.02.11;84301;40931
USDJPY;2014.02.18;85445;38326
USDJPY;2014.02.25;89792;39880
USDJPY;2014.03.04;84547;36399
USDJPY;2014.03.11;97304;28513
USDJPY;2014.03.18;79833;10984
USDJPY;2014.03.25;93589;9721
USDJPY;2014.04.01;115453;10089
USDJPY;2014.04.08;112183;13948
USDJPY;2014.04.15;91562;17182
USDJPY;2014.04.22;93996;17017
USDJPY;2014.04.29;99672;15985
USDJPY;2014.05.06;87569;17973
USDJPY;2014.05.13;90982;15570
USDJPY;2014.05.20;81118;28266
USDJPY;2014.05.27;83254;22942
USDJPY;2014.06.03;94759;14965
USDJPY;2014.06.10;97764;16200
USDCAD;2014.06.24;10590;15211
USDCHF;2014.06.24;11790;2902
GBPUSD;2014.06.24;3909;110583
USDJPY;2014.06.24;80770;9012
EURUSD;2014.06.24;124921;17971
AUDUSD;2014.06.24;1319;38262
XAGUSD;2014.06.24;33976;47200
XAUUSD;2014.06.24;57677;151141
USDCAD;2014.07.01;10697;29589
USDCHF;2014.07.01;11949;1517
GBPUSD;2014.07.01;2551;111137
USDJPY;2014.07.01;75858;23509
EURUSD;2014.07.01;123003;17969
AUDUSD;2014.07.01;1913;46781
XAGUSD;2014.07.01;32818;54973
XAUUSD;2014.07.01;51592;159726
XAUUSD;2014.04.01;48309;137605
XAUUSD;2014.04.08;52999;130873
XAUUSD;2014.04.15;56204;129224
XAUUSD;2014.04.22;59228;134264
XAUUSD;2014.04.29;59711;140198
XAUUSD;2014.05.06;55586;147322
XAUUSD;2014.05.13;60842;137248
XAUUSD;2014.05.20;55661;135597
XAUUSD;2014.05.26;65353;129094
XAUUSD;2014.06.03;67407;116486
XAUUSD;2014.06.10;67848;117134
XAUUSD;2014.06.17;66800;127539
USDCAD;2014.07.08;14134;43397
USDCHF;2014.07.08;12000;1770
GBPUSD;2014.07.08;8530;108837
USDJPY;2014.07.08;84162;22591
EURUSD;2014.07.08;131401;16599
AUDUSD;2014.07.08;1715;38666
XAGUSD;2014.07.08;33136;58381
XAUUSD;2014.07.08;57659;165927
USDCAD;2014.07.15;14739;48192
USDCHF;2014.07.15;12027;992
GBPUSD;2014.07.15;9926;109054
USDJPY;2014.07.15;84732;27713
EURUSD;2014.07.15;134432;15670
AUDUSD;2014.07.15;1428;40282
XAGUSD;2014.07.15;31818;55410
XAUUSD;2014.07.15;59019;160798
USDCAD;2014.07.22;14675;50759
USDCHF;2014.07.22;15132;57
GBPUSD;2014.07.22;11792;96954
USDJPY;2014.07.22;84823;37392
EURUSD;2014.07.22;155038;13639
AUDUSD;2014.07.22;1593;43872
XAGUSD;2014.07.22;32669;56853
XAUUSD;2014.07.22;61849;164723
USDCAD;2014.07.29;14554;54184
USDCHF;2014.07.29;20678;39
GBPUSD;2014.07.29;10315;86866
USDJPY;2014.07.29;95609;26794
EURUSD;2014.07.29;171311;13610
AUDUSD;2014.07.29;2829;43072
XAGUSD;2014.07.29;33964;57679
XAUUSD;2014.07.29;58093;151446
USDCAD;2014.08.05;14029;49373
USDCHF;2014.08.05;34956;1605
GBPUSD;2014.08.05;23326;73549
USDJPY;2014.08.05;111391;10849
EURUSD;2014.08.05;196767;14657
AUDUSD;2014.08.05;4462;31590
XAGUSD;2014.08.05;34997;52304
XAUUSD;2014.08.05;58268;142376
USDCAD;2014.08.12;14780;42058
USDCHF;2014.08.12;34216;1457
GBPUSD;2014.08.12;26450;72755
USDJPY;2014.08.12;108904;28040
EURUSD;2014.08.12;199980;16316
AUDUSD;2014.08.12;9662;30199
XAGUSD;2014.08.12;33068;48978
XAUUSD;2014.08.12;53137;158448
USDCAD;2014.08.19;18688;36707
USDCHF;2014.08.19;31958;1680
GBPUSD;2014.08.19;46718;73026
USDJPY;2014.08.19;113309;18072
EURUSD;2014.08.19;208273;18177
AUDUSD;2014.08.19;3258;33603
XAGUSD;2014.08.19;34521;46755
XAUUSD;2014.08.19;58213;151772
USDCAD;2014.08.26;19363;34899
USDCHF;2014.08.26;30591;1628
GBPUSD;2014.08.26;61761;72832
USDJPY;2014.08.26;128155;7250
EURUSD;2014.08.26;217173;18511
AUDUSD;2014.08.26;2526;38253
XAGUSD;2014.08.26;35030;47446
XAUUSD;2014.08.26;62318;143707
USDCAD;2014.09.02;18078;39647
USDCHF;2014.09.02;33012;1984
GBPUSD;2014.09.02;72581;74580
USDJPY;2014.09.02;143384;8272
EURUSD;2014.09.02;230734;19784
AUDUSD;2014.09.02;2104;44334
XAGUSD;2014.09.02;35963;44932
XAUUSD;2014.09.02;69658;134954
_DXY;2014.03.04;10130;7740
_DXY;2014.03.11;9922;7755
_DXY;2014.03.18;13122;153
_DXY;2014.03.25;12455;526
_DXY;2014.04.01;12457;809
_DXY;2014.04.08;9782;8654
_DXY;2014.04.15;9851;7765
_DXY;2014.04.22;9851;7747
_DXY;2014.04.29;9851;7696
_DXY;2014.05.06;9862;6647
_DXY;2014.05.13;10389;6506
_DXY;2014.05.20;10133;6812
_DXY;2014.05.27;10213;7136
_DXY;2014.06.03;10203;7413
_DXY;2014.06.10;9837;7457
_DXY;2014.06.17;10876;29818
_DXY;2014.06.24;10783;29781
_DXY;2014.07.01;10574;28786
_DXY;2014.07.08;10574;28477
_DXY;2014.07.15;10937;28474
_DXY;2014.07.22;11328;28998
_DXY;2014.07.29;12031;30232
_DXY;2014.08.05;12317;33441
_DXY;2014.08.12;12938;33240
_DXY;2014.08.19;13350;33228
_DXY;2014.08.26;13783;33328
_DXY;2014.09.02;13805;33072
USDCAD;2014.09.09;20022;38282
USDCHF;2014.09.09;34804;3192
GBPUSD;2014.09.09;94051;84818
USDJPY;2014.09.09;130762;6892
EURUSD;2014.09.09;228008;27374
AUDUSD;2014.09.09;2242;36225
_DXY;2014.09.09;13991;33038
XAGUSD;2014.09.09;35062;41902
XAUUSD;2014.09.09;70734;129940
USDCAD;2014.09.16;23999;34272
USDCHF;2014.09.16;31946;1869
GBPUSD;2014.09.16;16852;7370
USDJPY;2014.09.16;112322;3664
EURUSD;2014.09.16;185302;16873
AUDUSD;2014.09.16;17520;19562
_DXY;2014.09.16;14006;56131
XAGUSD;2014.09.16;34780;38985
XAUUSD;2014.09.16;72485;115745
USDCAD;2014.09.23;4781;8071
USDCHF;2014.09.23;33320;2401
GBPUSD;2014.09.23;15086;8023
USDJPY;2014.09.23;127486;4589
EURUSD;2014.09.23;193302;19225
AUDUSD;2014.09.23;26162;18000
_DXY;2014.09.23;13275;56464
XAGUSD;2014.09.23;36139;34397
XAUUSD;2014.09.23;75993;109473
USDCAD;2014.09.30;7131;6665
USDCHF;2014.09.30;35129;3032
GBPUSD;2014.09.30;9989;12717
USDJPY;2014.09.30;140967;7629
EURUSD;2014.09.30;199628;27283
AUDUSD;2014.09.30;44470;17003
_DXY;2014.09.30;13596;56357
XAGUSD;2014.09.30;38167;35002
XAUUSD;2014.09.30;72866;101792
USDCAD;2014.10.07;10358;5313
USDCHF;2014.10.07;35977;3555
GBPUSD;2014.10.07;19469;14584
USDJPY;2014.10.07;123682;4361
EURUSD;2014.10.07;219948;29711
AUDUSD;2014.10.07;64159;14773
_DXY;2014.10.07;14219;56085
XAGUSD;2014.10.07;37547;35848
XAUUSD;2014.10.07;62844;95333
USDCAD;2014.10.14;16316;1963
USDCHF;2014.10.14;41370;3812
GBPUSD;2014.10.14;38987;16869
USDJPY;2014.10.14;120134;8161
EURUSD;2014.10.14;234639;34969
AUDUSD;2014.10.14;69036;14548
_DXY;2014.10.14;15012;56428
XAGUSD;2014.10.14;36502;35336
XAUUSD;2014.10.14;55993;102357
_NQ100;2014.08.05;5827;43339
_NQ100;2014.08.12;6670;40658
_NQ100;2014.08.19;7694;40307
_NQ100;2014.08.26;6926;39048
_NQ100;2014.09.02;7080;40163
_NQ100;2014.09.09;6062;40344
_NQ100;2014.09.16;6886;45536
_NQ100;2014.09.23;3941;48445
_NQ100;2014.09.30;2960;49058
_NQ100;2014.10.07;3462;49095
_NQ100;2014.10.14;4903;48291
_SP500;2014.09.30;40900;183106
_SP500;2014.10.07;40033;167384
_SP500;2014.10.14;39797;175315
USDCAD;2014.10.21;22117;1118
USDCHF;2014.10.21;39675;3649
GBPUSD;2014.10.21;49968;15794
USDJPY;2014.10.21;89552;9817
EURUSD;2014.10.21;237053;36007
AUDUSD;2014.10.21;70197;14345
_NQ100;2014.10.21;4365;36901
_DXY;2014.10.21;15759;56002
_SP500;2014.10.21;43239;140417
XAGUSD;2014.10.21;38471;35041
XAUUSD;2014.10.21;55548;115531
USDCAD;2014.10.28;21162;475
USDCHF;2014.10.28;40831;3447
GBPUSD;2014.10.28;45058;15363
USDJPY;2014.10.28;87199;14450
EURUSD;2014.10.28;241419;33927
AUDUSD;2014.10.28;68582;15561
_NQ100;2014.10.28;4465;38385
_DXY;2014.10.28;16021;55922
_SP500;2014.10.28;42295;151738
XAGUSD;2014.10.28;37608;33873
XAUUSD;2014.10.28;64780;113829
USDCAD;2014.11.04;26018;315
USDCHF;2014.11.04;42095;3589
GBPUSD;2014.11.04;51571;16173
USDJPY;2014.11.04;100140;8743
EURUSD;2014.11.04;260855;33545
AUDUSD;2014.11.04;74265;12793
_NQ100;2014.11.04;4018;42988
_DXY;2014.11.04;16772;56249
_SP500;2014.11.04;42019;175363
XAGUSD;2014.11.04;37775;31151
XAUUSD;2014.11.04;76965;94482
USDCAD;2014.11.11;25861;546
USDCHF;2014.11.11;42407;3481
GBPUSD;2014.11.11;53803;17874
USDJPY;2014.11.11;116647;11223
EURUSD;2014.11.11;260884;50344
AUDUSD;2014.11.11;78600;13358
_NQ100;2014.11.11;4252;48799
_DXY;2014.11.11;16735;56639
_SP500;2014.11.11;42184;187373
XAGUSD;2014.11.11;35143;33427
XAUUSD;2014.11.11;81186;93347
USDCAD;2014.11.18;25924;703
USDCHF;2014.11.18;41168;3347
GBPUSD;2014.11.18;69281;17299
USDJPY;2014.11.18;126680;9072
