USDJPY;2014.04.29;102.87470;102.42992;101.51421;101.77459;104.14625;99.97041;101.61241
USDJPY;2014.04.30;102.87477;102.43320;101.92049;101.77449;104.41458;100.17697;101.97562
USDJPY;2014.05.01;102.85962;102.43393;101.58556;101.80395;103.85107;100.27771;101.68244
USDJPY;2014.05.02;102.85962;102.43115;102.29202;101.80808;103.84478;100.99960;102.31065
USDJPY;2014.05.05;102.85385;102.43738;102.17092;101.81191;103.82563;100.86871;102.20613
USDJPY;2014.05.06;102.85055;102.44284;101.97729;101.79570;103.15656;101.29638;102.05620
USDJPY;2014.05.07;102.52690;102.35541;101.56861;101.35127;102.72505;101.18283;101.73442
USDJPY;2014.05.08;102.53604;102.35910;101.66879;101.35477;102.72160;101.27744;101.81886
USDJPY;2014.05.09;102.18322;102.15796;101.12014;99.77618;102.20895;101.25410;101.47169
USDJPY;2014.05.12;103.02981;102.18234;101.79137;100.39537;104.45937;99.14035;101.84397
USDJPY;2014.05.13;103.75985;102.16710;102.17559;101.29193;104.73325;99.38999;102.17445
USDJPY;2014.05.14;103.75904;102.16664;102.17480;101.29799;104.71569;99.38901;102.17372
USDJPY;2014.05.15;102.90411;102.16860;102.01167;100.38965;104.55211;99.38316;102.03234
USDJPY;2014.05.16;102.66112;102.14683;101.89811;99.58788;104.50610;99.35640;101.93044
USDJPY;2014.05.19;102.65851;102.14538;101.90044;99.59033;104.49353;99.36009;101.93215
USDJPY;2014.05.20;102.64143;102.12631;100.97793;99.60207;103.61070;99.34165;101.14019
USDJPY;2014.05.21;102.64084;102.12547;100.98407;99.60582;103.60316;99.36616;101.14417
USDJPY;2014.05.22;102.63990;102.11647;100.99839;99.66037;103.55057;99.38176;101.15214
USDJPY;2014.05.23;102.88518;102.08849;101.60251;100.52663;103.71063;99.86712;101.67358
USDJPY;2014.05.26;102.88357;102.08092;101.85706;100.56451;103.70172;100.15540;101.89158
USDJPY;2014.05.27;102.88357;102.08092;101.85706;100.56451;103.70172;100.15540;101.89158
USDJPY;2014.05.28;102.88252;102.08082;102.56893;100.56451;103.81558;100.79847;102.48763
USDJPY;2014.05.29;102.88303;102.08304;101.94946;100.55276;103.52202;100.40432;101.97126
USDJPY;2014.05.30;102.88602;102.09603;101.96133;100.56234;103.51508;100.40427;101.98315
USDJPY;2014.06.02;102.88303;102.08920;101.58262;100.57584;102.92775;100.58342;101.67921
USDJPY;2014.06.03;103.69227;102.09164;102.71588;101.38777;103.64599;101.06446;102.59356
USDJPY;2014.06.04;103.60941;102.10524;103.04542;101.38275;103.66335;101.46469;102.84289
USDJPY;2014.06.05;104.36519;102.18077;103.04048;101.76730;103.79524;101.25376;102.83015
USDJPY;2014.06.06;103.60078;102.10912;102.73200;101.37899;103.50461;101.28335;102.59948
USDJPY;2014.06.09;102.96250;102.00871;101.45481;101.84221;104.03865;99.43317;101.50692
USDJPY;2014.06.10;102.83934;102.04813;101.51043;101.84237;103.94039;99.59357;101.56071
USDJPY;2014.06.11;102.84331;102.04469;101.45876;101.84283;103.84153;99.62080;101.51327
USDJPY;2014.06.12;102.84381;102.04519;101.45926;101.84333;103.84203;99.62130;101.51377
USDJPY;2014.06.13;102.21300;102.04697;101.39536;101.29713;103.69074;99.66704;101.46584
USDJPY;2014.06.16;102.21487;102.04783;101.41066;101.29713;103.69080;99.68285;101.47915
USDJPY;2014.06.17;102.21419;102.04518;101.32208;101.30231;103.57937;99.68752;101.40075
USDJPY;2014.06.18;102.83016;102.04556;101.79457;101.86184;103.63257;100.07481;101.82076
USDJPY;2014.06.19;102.83006;102.04585;101.88959;101.87138;103.71913;100.07557;101.90608
USDJPY;2014.06.20;102.20354;102.03562;101.82009;101.30674;103.49264;100.22523;101.84635
USDJPY;2014.06.23;102.82240;102.02851;101.81865;101.85364;103.48543;100.22962;101.84298
USDJPY;2014.06.24;102.20551;102.02945;101.92981;101.30878;103.46829;100.36393;101.94233
USDJPY;2014.06.25;102.20482;102.02949;102.05307;101.30878;103.45501;100.51740;102.05003
USDJPY;2014.06.26;102.20345;102.03006;101.85697;101.30771;103.25593;100.52617;101.88017
USDJPY;2014.06.27;102.19172;102.02342;101.72666;101.31952;103.13386;100.56959;101.77012
USDJPY;2014.06.30;101.94075;101.89039;101.58405;100.96169;103.12386;100.43132;101.64229
USDJPY;2014.07.01;101.93954;101.79960;101.55334;100.84492;102.87290;100.55518;101.60718
USDJPY;2014.07.02;101.93387;101.79491;101.55453;100.84530;102.85553;100.56866;101.60731
USDJPY;2014.07.03;102.18948;101.88213;102.02419;101.16465;102.88376;101.04846;101.99625
USDJPY;2014.07.04;102.71199;101.76892;101.75876;101.70079;104.08423;99.31898;101.75959
USDJPY;2014.07.07;102.71199;101.76892;101.75876;101.70079;104.08423;99.31898;101.75959
USDJPY;2014.07.08;102.15201;101.71687;101.73325;101.30561;104.00785;99.48893;101.73220
USDJPY;2014.07.09;101.75605;101.65940;101.64783;100.56064;103.98440;99.49161;101.64885
USDJPY;2014.07.10;101.74901;101.65567;101.62580;100.56064;103.97957;99.51576;101.62847
USDJPY;2014.07.11;101.74069;101.62716;101.55503;100.73004;103.85409;99.53667;101.56174
USDJPY;2014.07.14;101.74109;101.62303;101.47990;100.74123;103.76969;99.53983;101.49328
USDJPY;2014.07.15;102.15055;101.66423;101.32072;101.29859;103.56584;99.54891;101.34457
USDJPY;2014.07.16;102.15012;101.65785;101.60361;101.30841;103.67736;99.67012;101.60733
USDJPY;2014.07.17;102.14573;101.66424;101.60696;101.30886;103.66711;99.68169;101.61093
USDJPY;2014.07.18;101.73383;101.62073;101.63189;100.75123;103.62075;99.67039;101.63084
USDJPY;2014.07.21;101.73447;101.62350;101.43310;100.74470;103.41135;99.62652;101.45093
USDJPY;2014.07.22;101.74996;101.62990;101.27280;100.74470;103.20426;99.61850;101.30496
USDJPY;2014.07.23;101.75020;101.63362;101.27898;100.74603;103.15955;99.63772;101.31123
USDJPY;2014.07.24;101.75212;101.63279;101.27148;100.75250;103.16941;99.63621;101.30450
USDJPY;2014.07.25;102.14170;101.63917;101.34602;101.37808;103.11055;99.72704;101.37128
USDJPY;2014.07.28;102.14152;101.63496;101.36840;101.38635;103.08570;99.72248;101.39199
USDJPY;2014.07.29;102.14071;101.63750;101.54751;101.38318;103.31534;99.72298;101.55518
USDJPY;2014.07.30;102.69052;101.74953;101.66093;101.70719;103.48206;99.73869;101.67109
USDJPY;2014.07.31;103.11764;102.14555;101.99321;102.13824;103.63627;100.11616;102.02726
USDJPY;2014.08.01;103.10460;102.13794;101.98463;102.12177;103.64893;100.16232;102.01758
USDJPY;2014.08.04;102.71319;101.83692;101.81396;101.69249;103.35705;100.20276;101.81690
USDJPY;2014.08.05;102.67261;101.87450;101.55354;101.69273;103.05474;100.23490;101.59883
USDJPY;2014.08.06;102.66424;101.90971;102.03198;101.69323;103.05096;100.78764;102.01153
USDJPY;2014.08.07;102.31285;101.91104;101.79533;101.38257;102.79431;100.81273;101.81425
USDJPY;2014.08.08;102.31474;101.91586;102.03709;101.38251;103.02858;100.82235;102.01893
USDJPY;2014.08.11;102.57769;102.09022;102.20046;101.14366;104.29337;99.48164;102.18778
USDJPY;2014.08.12;102.94939;102.09689;102.15261;101.52040;104.24575;99.58006;102.14656
USDJPY;2014.08.13;102.94859;102.09116;102.15992;101.52921;104.25702;99.59544;102.15240
USDJPY;2014.08.14;102.94749;102.09184;102.18324;101.52946;104.28992;99.62558;102.17335
USDJPY;2014.08.15;102.94813;102.09440;102.10655;101.52633;104.30468;99.53623;102.10525
USDJPY;2014.08.18;102.93747;102.10261;102.08869;101.52290;104.30515;99.58723;102.09019
USDJPY;2014.08.19;103.55336;102.12331;102.10103;101.87698;104.31817;99.60422;102.10353
USDJPY;2014.08.20;103.55294;102.12341;102.33888;101.87779;104.30863;99.88848;102.31413
USDJPY;2014.08.21;106.08688;102.71662;103.10552;102.68513;104.37904;100.79362;103.00637
USDJPY;2014.08.22;105.74941;102.73273;103.11168;102.69850;104.38737;100.89911;103.01669
USDJPY;2014.08.25;104.91932;102.74904;103.16085;102.69685;104.41508;100.96552;103.05882
USDCHF;2014.01.03;0.90471;0.89656;0.89771;0.89425;0.90112;0.89218;0
USDCHF;2014.01.06;0.90907;0.89911;0.90097;0.89353;0.92083;0.87786;0
USDCHF;2014.01.07;0.90879;0.89935;0.90150;0.89353;0.92190;0.87799;0
USDCHF;2014.01.08;0.91157;0.90022;0.90181;0.89770;0.92209;0.87904;0
USDCHF;2014.01.09;0.91529;0.90324;0.90008;0.90239;0.92232;0.87967;0
USDCHF;2014.01.10;0.91052;0.90304;0.90132;0.89770;0.92260;0.88127;0
USDCHF;2014.01.13;0.90891;0.90302;0.90144;0.89353;0.92254;0.88173;0
USDCHF;2014.01.14;0.90529;0.90242;0.90120;0.89160;0.92227;0.88177;0
USDCHF;2014.01.15;0.90883;0.90292;0.90125;0.89368;0.92244;0.88175;0
USDCHF;2014.01.16;0.91028;0.90336;0.90222;0.89808;0.92183;0.88289;0
USDCHF;2014.01.17;0.90809;0.90395;0.90226;0.89368;0.92177;0.88347;0
USDCHF;2014.01.20;0.91475;0.90404;0.90318;0.90340;0.92253;0.88413;0
USDCHF;2014.01.21;0.91475;0.90404;0.90318;0.90340;0.92253;0.88413;0
USDCHF;2014.01.22;0.92083;0.90504;0.90372;0.90343;0.92259;0.88526;0
USDCHF;2014.01.23;0.92083;0.90506;0.90528;0.90346;0.92256;0.88831;0
USDCHF;2014.01.24;0.90647;0.90480;0.90274;0.89160;0.92000;0.88761;0
USDCHF;2014.01.27;0.90530;0.90418;0.90227;0.88836;0.91967;0.88703;0
USDCHF;2014.01.28;0.90520;0.90408;0.90217;0.88826;0.91956;0.88691;0
USDCHF;2014.01.29;0.90637;0.90475;0.90171;0.89155;0.91881;0.88728;0
USDCHF;2014.01.30;0.90445;0.90352;0.90147;0.88826;0.91880;0.88754;0
USDCHF;2014.01.31;0.90778;0.90510;0.90156;0.89625;0.91895;0.88761;0
USDCHF;2014.02.03;0.91098;0.90499;0.90337;0.89904;0.91989;0.88961;0
USDCHF;2014.02.04;0.90600;0.90459;0.90288;0.89150;0.91959;0.88959;0
USDCHF;2014.02.05;0.90758;0.90509;0.90502;0.89625;0.91654;0.89458;0
USDCHF;2014.02.06;0.90758;0.90500;0.90484;0.89673;0.91624;0.89458;0
USDCHF;2014.02.07;0.90598;0.90448;0.90554;0.89202;0.91546;0.89578;0
USDCHF;2014.02.10;0.90602;0.90542;0.89897;0.89300;0.92705;0.88714;0
USDCHF;2014.02.11;0.90344;0.90319;0.89871;0.88800;0.92678;0.88681;0
USDCHF;2014.02.12;0.90574;0.90514;0.89855;0.89290;0.92666;0.88676;0
USDCHF;2014.02.13;0.90574;0.90514;0.89871;0.89290;0.92673;0.88670;0
USDCHF;2014.02.14;0.90336;0.90311;0.89846;0.88800;0.92564;0.88652;0
USDCHF;2014.02.17;0.90181;0.90166;0.89795;0.88561;0.92308;0.88654;0
USDCHF;2014.02.18;0.90181;0.90166;0.89795;0.88561;0.92308;0.88654;0
USDCHF;2014.02.19;0.90022;0.90016;0.89669;0.87806;0.92033;0.88659;0
USDCHF;2014.02.20;0.90023;0.90017;0.87496;0.87806;0.92012;0.86831;0
